tag_id,name,category,count,right_tag_cn
21,suigintou,4,4617,水银灯(蔷薇少女)
41,suiseiseki,4,2040,翠星石(蔷薇少女)
42,souseiseki,4,1637,苍星石(蔷薇少女)
99,shinku,4,2278,真红(蔷薇少女)
128,loli,0,124937,萝莉
286,kooh,4,993,库(魔法飞球)
403,chikan,0,786,痴汉
555,haro,4,1278,哈罗
1601,clapping,0,1368,鼓掌
1720,cirno,4,33294,琪露诺(东方Project)
1765,cello,0,703,大提琴
1778,urinal,0,732,小便池
1799,koakuma,4,14297,小恶魔
1943,ad,0,1032,广告
2081,hospital,0,843,医院
2082,rumia,4,18126,露米娅(东方Project)
2145,juice,0,1711,果汁
2321,phoenix,0,737,凤凰
2391,square,0,731,广场/方形
2614,shota,0,18226,正太
2618,jam,0,742,果酱
2660,lettuce,0,1759,生菜
2730,massage,0,933,按摩
3030,mario,4,3760,马力欧
3184,mg42,0,669,MG42（机枪型号）
3327,graduation,0,717,毕业
3513,goat,0,894,山羊
3628,decapitation,0,893,斩首
3861,pikachu,4,10538,皮卡丘
3927,gao,0,842,高
4047,pickaxe,0,1162,镐
4079,isometric,0,848,等距
4209,cauldron,0,785,大锅
4281,hole,0,1044,洞
4322,band,0,694,乐队/条纹
4374,meta,0,913,元数据/元
4419,shogi,0,667,将棋
4516,poring,4,701,波利
4517,gymnastics,0,990,体操
4587,shana,4,2441,夏娜
4740,disguise,0,703,伪装
4760,campfire,0,1430,篝火
4858,chocobo,4,916,陆行鸟
4906,lum,4,2182,拉姆
4908,kero,4,1488,科罗
5036,signum,4,1699,席格娜
5102,wizard,0,894,巫师
5119,pinwheel,0,1240,风车
5302,elvaan,0,944,艾尔瓦族（最终幻想XI种族）
5402,crowbar,0,837,撬棍
5565,:3,0,93246,:3（颜文字）
5756,van,0,732,厢式货车
5817,sauna,0,1049,桑拿
6033,bacon,0,665,培根
6177,moogle,4,1269,莫古力
6313,link,4,12385,林克
6368,calligraphy,0,687,书法
6429,dwarf,0,960,矮人
6477,prank,0,798,恶作剧
7439,kinomoto_sakura,4,6112,木之本樱
7441,fate_testarossa,4,9158,菲特·泰斯特罗莎
7477,noumi_kudryavka,4,1925,能美·库特莉亚芙卡
7559,luigi,4,1585,路易吉
7700,weightlifting,0,1093,举重
7866,tsukino_usagi,4,5078,月野兔
7914,mizuno_ami,4,1954,水野亚美
7945,oar,0,658,桨
8048,sailor_moon,4,3646,水兵月
8072,black_socks,0,66442,黑袜
8079,warrior,0,830,战士
8107,bulma,4,1712,布尔玛
8108,piccolo,4,748,比克
8151,hino_rei,4,1653,火野丽
8152,kino_makoto,4,1536,木野真琴
8305,tomoe_hotaru,4,1144,土萌萤
8330,hoshino_ruri,4,807,星野琉璃
8552,takamachi_nanoha,4,7658,高町奈叶
8553,yagami_hayate,4,3199,八神疾风
8586,chibi_usa,4,1634,小小兔
8698,windowsill,0,1058,窗台
8711,prinny,4,867,普利尼
8722,detective,0,1341,侦探
8760,kusanagi_motoko,4,1208,草薙素子
8768,microwave,0,720,微波炉
8808,hallway,0,3547,走廊
8882,lily_white,4,3774,莉莉白
8896,backbeard,4,1124,后发妖怪
8954,sunny_milk,4,2820,桑尼·米尔克
8955,luna_child,4,2884,露娜·查德
8956,star_sapphire,4,3006,斯塔·萨菲尔
8989,viera,0,1998,维埃拉（最终幻想种族）
9074,hagiwara_yukiho,4,2902,萩原雪步
9075,takatsuki_yayoi,4,3733,高槻弥生
9077,miura_azusa,4,2957,三浦梓
9078,minase_iori,4,4425,水濑伊织
9090,mizunashi_akari,4,1307,水无灯里
9215,mutual_masturbation,0,840,互相自慰
9295,jungle,0,813,丛林
9429,merchandise,0,853,商品
9466,suzumiya_haruhi,4,9541,凉宫春日
9476,minotaur,0,946,牛头怪
9508,carousel,0,723,旋转木马
9541,punk,0,922,朋克
9681,kyon,4,3707,阿虚
9687,kula_diamond,4,1049,库拉·戴蒙德
9715,nagato_yuki,4,8684,长门有希
9881,meer_campbell,4,832,米娅·坎贝尔
10014,washing_machine,0,1281,洗衣机
10082,sephiroth,4,1468,萨菲罗斯
10145,tsuruya,4,1178,鹤屋
10146,koizumi_itsuki,4,1766,古泉一树
10179,dawn,0,666,黎明
10365,cloud_strife,4,6004,克劳德·斯特莱夫
10383,cabbage,0,765,卷心菜
10389,drugged,0,832,被下药
10399,x,0,1939,X
10546,vegeta,4,1935,贝吉塔
10562,truck,0,1964,卡车
10694,wanted,0,701,通缉
10748,elevator,0,770,电梯
11050,sonozaki_mion,4,2031,园崎魅音
11051,sonozaki_shion,4,1520,园崎诗音
11052,maebara_keiichi,4,1262,前原圭一
11053,houjou_satoko,4,2655,北条沙都子
11055,furude_rika,4,3652,古手梨花
11156,singlet,0,648,背心
11268,stripper,0,964,脱衣舞者
11285,@_@,0,26786,@_@（颜文字）
11323,apartment,0,910,公寓
11349,ryuuguu_rena,4,3055,龙宫礼奈
11374,hong_meiling,4,24348,红美铃
11427,kasugano_sakura,4,1620,春日野樱
11487,kuradoberi_jam,4,737,库拉多贝利·杰姆
11488,sol_badguy,4,952,索尔·巴德盖
11498,kirby,4,5440,卡比
11594,lina_inverse,4,821,莉娜·因巴斯
11665,seatbelt,0,836,安全带
11683,optimus_prime,4,801,擎天柱
11777,monk,0,719,僧侣
11835,ballet,0,1352,芭蕾舞
11853,haruno_sakura,4,3632,春野樱
11941,samus_aran,4,5535,萨姆斯·阿兰
11998,open_robe,0,1678,敞开长袍
12099,komaki_manaka,4,1034,小牧爱佳
12106,kousaka_tamaki,4,2144,向坂环
12107,kotomine_kirei,4,3194,言峰绮礼
12108,illyasviel_von_einzbern,4,8259,伊莉雅丝菲尔·冯·爱因兹贝伦
12207,inoue_orihime,4,1461,井上织姬
12208,shihouin_yoruichi,4,1493,四枫院夜一
12210,kuchiki_rukia,4,1439,朽木露琪亚
12213,matsumoto_rangiku,4,1118,松本乱菊
12239,hakurei_reimu,4,73962,博丽灵梦
12244,konpaku_youmu,4,33386,魂魄妖梦
12245,saigyouji_yuyuko,4,23212,西行寺幽幽子
12246,yakumo_yukari,4,31287,八云紫
12247,patchouli_knowledge,4,33570,帕秋莉·诺蕾姬
12248,remilia_scarlet,4,49813,蕾米莉亚·斯卡蕾特
12249,flandre_scarlet,4,48265,芙兰朵露·斯卡蕾特
12250,yakumo_ran,4,19328,八云蓝
12257,ikari_shinji,4,3960,碇真嗣
12295,letty_whiterock,4,4678,蕾蒂·霍瓦特洛克
12296,lunasa_prismriver,4,3322,露娜萨·普莉兹姆利巴
12297,merlin_prismriver,4,2465,梅尔兰·普莉兹姆利巴
12298,lyrica_prismriver,4,2406,莉莉卡·普莉兹姆利巴
12299,wriggle_nightbug,4,8802,莉格露·奈特巴格
12300,mystia_lorelei,4,14283,米丝蒂亚·萝蕾拉
12302,kamishirasawa_keine,4,15819,上白泽慧音
12303,inaba_tewi,4,13472,因幡帝
12304,reisen_udongein_inaba,4,26079,铃仙·优昙华院·因幡
12305,yagokoro_eirin,4,11356,八意永琳
12306,houraisan_kaguya,4,14523,蓬莱山辉夜
12309,medicine_melancholy,4,3378,梅蒂馨·梅兰可莉
12311,onozuka_komachi,4,8463,小野冢小町
12313,ibuki_suika,4,13410,伊吹萃香
12314,izayoi_sakuya,4,44493,十六夜咲夜
12342,usami_renko,4,8579,宇佐见莲子
12355,uzumaki_naruto,4,3259,漩涡鸣人
12405,nagisa_kaworu,4,2677,渚薰
12500,pendulum,0,1080,摆
12518,leona_heidern,4,1311,莉欧娜·海顿
12520,suicide,0,839,自杀
12564,uchiha_sasuke,4,2464,宇智波佐助
12722,volcano,0,759,火山
12948,storm,0,784,风暴
13036,misumi_nagisa,4,1752,美墨渚
13037,yukishiro_honoka,4,1486,雪城穗乃香
13066,okazaki_yumemi,4,1028,冈崎梦美
13108,chun-li,4,6261,春丽
13164,bud,0,1108,芽
13270,cammy_white,4,4227,嘉米·怀特
13543,hyuuga_hinata,4,3115,日向雏田
13814,morichika_rinnosuke,4,9414,森近霖之助
13822,ai_ai_gasa,0,679,相合伞
13993,ky_kiske,4,753,凯·奇斯克
14011,height_chart,0,1011,身高表
14141,saotome_ranma,4,759,早乙女乱马
14152,kakyoin_noriaki,4,3455,花京院典明
14169,ken_masters,4,826,肯·马斯特斯
14172,rainbow_mika,4,888,彩虹米卡
14180,lilith_aensland,4,1970,莉莉丝·艾恩斯兰
14272,village,0,759,村庄